relname,25%,50%,75%,count,max,mean,min,std
announcement,0.0,0.0,0.0,527.0,2.0,0.017077798861480076,0.0,0.15627739188186066
announcement_acknowledgement,0.0,0.0,0.0,527.0,450.0,1.0569259962049335,0.0,19.73880258310172
audit_event,853.0,79338.0,1405543.0,527.0,324953242.0,6074805.009487666,0.0,21864859.285180174
auditrevisionentity_relatedentities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
blob_triggers,3.0,4.0,4.0,527.0,4.0,3.5996204933586338,0.0,0.5349388296977408
bom_component_issue,0.0,0.0,0.0,527.0,31730.0,80.95445920303605,0.0,1390.4018040226097
ca_main_commit_analysis,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0
ca_sloc_language,0.0,0.0,0.0,34.0,19.0,0.9705882352941176,0.0,3.988508448467142
ca_sloc_snapshot_sloc_metric,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
calendars,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0
central_comment,0.0,0.0,0.0,527.0,61033.0,442.99051233396585,0.0,3148.4049111733866
central_custom_component,0.0,0.0,2.0,527.0,5945.0,29.89753320683112,0.0,277.0698133969207
central_custom_component_release,0.0,0.0,0.0,527.0,11435.0,38.314990512333964,0.0,522.0661746430371
central_custom_field,0.0,0.0,0.0,527.0,32.0,0.1347248576850095,0.0,1.510064168495531
central_custom_field_data,0.0,0.0,0.0,527.0,131040.0,457.707779886148,0.0,5973.925749874716
central_custom_field_option,0.0,0.0,0.0,527.0,862.0,1.7248576850094877,0.0,37.551108502174884
central_license,0.0,0.0,0.0,527.0,281.0,2.3851992409867173,0.0,18.091382133967954
central_license_family,0.0,0.0,0.0,527.0,8.0,0.7874762808349146,0.0,2.213936733982913
central_license_family_risk_rule,0.0,0.0,0.0,527.0,432.0,30.056925996204935,0.0,83.5715386747435
central_license_license_term,0.0,0.0,0.0,527.0,15013.0,1224.8121442125237,0.0,4112.687755581411
central_license_license_term_incompatibility,0.0,0.0,0.0,527.0,1419028.0,102207.29032258065,0.0,366915.83766022825
central_license_term,68.0,68.0,68.0,527.0,1124.0,66.88425047438331,0.0,52.266462999926866
central_license_term_category,0.0,0.0,0.0,527.0,3.0,0.1157495256166983,0.0,0.33756925479387884
central_license_term_incompatibility,0.0,0.0,0.0,527.0,44.0,3.172675521821632,0.0,11.392019630822265
central_project,0.0,2.0,39.0,527.0,9629.0,240.93168880455408,0.0,872.8189673107083
central_project_group,0.0,0.0,0.0,527.0,32.0,0.4459203036053131,0.0,2.1218619095544793
central_project_mapping,0.0,0.0,0.0,527.0,4535.0,36.26375711574953,0.0,273.85316462514993
central_release,6.0,66.0,547.0,527.0,53503.0,1047.1195445920303,0.0,3638.267819859876
central_url_link,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0
cl_main_code_location,2.0,183.0,2433.5,527.0,108552.0,4167.409867172675,0.0,11048.83076960705
code_location_bom_declared_component,0.0,9580.0,171439.0,527.0,133320000.0,900648.6641366223,0.0,7857683.303391415
code_location_bom_match,71.0,35537.0,486785.0,527.0,20513110.0,909351.9354838709,0.0,2331806.1315949564
code_location_current_scan,1.0,153.0,2269.5,527.0,118034.0,4063.986717267552,0.0,10970.116035248626
code_location_status,8.0,556.0,8244.0,527.0,434208.0,16017.821631878558,0.0,45305.7916284264
code_location_string_search_match,0.0,0.0,0.0,527.0,10483991.0,144744.71537001897,0.0,882726.8723591972
code_location_to_be_deleted,0.0,0.0,0.0,527.0,35639.0,82.13282732447819,0.0,1586.051938110555
code_location_vuln_match,0.0,0.0,0.0,527.0,1736.0,5.32258064516129,0.0,79.46770586985198
component,737.0,12168.0,92645.0,529.0,2767814.0,146905.2457466919,0.0,374237.8305319767
component_adjustment,0.0,0.0,13.0,527.0,249283.0,2828.561669829222,0.0,15741.267153093722
